product_name,star,category,price,location,store,description,image_urls
OCOP_Ghế thờ chân hùm mỹ nghệ CNC Thúy Chiến_ 1 cái,3,Đồ thủ công,40.000.000đ,Long An,CTYTNHHGỖ MỸ NGHỆ VÀ TRANG TRÍ NỘI THẤT NGUYỄN VÂN,Ghế thờ chân hùm K ích thước : ngang 1m 30 x rộng 80 cm x cao 1m40 Gỗ: gõ đỏ. Bàn thờ gia tiên c hạm khắc tinh xảo Giá từ : 40 .000.000 VNĐ tùy kích thước,"['https://dyh48pub5c8mm.cloudfront.net/home/store/goods/4535/20240912/s3_4535_2024091216361878625.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/4535/20240912/s3_4535_2024091216364671693.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/4535/20240912/s3_4535_2024091216364978044.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/4535/20240912/s3_4535_2024091216365797907.jpg']"
OCOP - GẠO RVT - Túi 5kg,3,Thực phẩm,120.000đ,Bắc Giang,Htx Chí Phải,"gày xưa hạt lúa được ví như là “Ngọc thực” mà thiên nhiên đã ban tặng cho loài người, bởi nó là nguồn sống, nguồn dinh dưỡng đặc biệt từ thiên nhiên, cây lúa xưa còn mang lại nguồn thu nhập chính trong các gia đình tại các vùng nông thôn Việt Nam, nó đã nuôi lớn biết bao nhiêu thế hệ người Việt Nam và góp phần rất lớn vào sự phát triển của đất nước. Ngày nay nền khoa học công nghệ càng phát triển, các giống lúa mới, chất lượng tốt, năng suất cao được các Nhà khoa học nghiên cứu lần lượt ra đời, trong số đó giống lúa RVT có lẽ được nhắc đến nhiều nhất trong thời gian gần đây. Tuy nhiên với thói quen trước đây người nông dân sản xuất ra lúa, gạo đều dựa vào phân bón, thuốc bảo vệ thực vật ngày càng nhiều. Có những nơi, vùng, miền, nhiều người còn lạm dụng, sử dụng không đúng thời điểm, liều lượng vượt mức cho phép các loại thuốc hóa học, kể cả chất bảo quản, kích thích tăng trưởng, thuốc trừ sâu, lúa gạo còn tồn dư thuốc bảo vệ thực vật… đã đẩy chúng ta thành những nạn nhân của các loại thực phẩm đó, là mầm mống cho nhiều loại bệnh về tiêu hóa, hô hấp, xương khớp, béo phì, ung thư… Trước tình hình đó nên điều mong muốn lớn nhất mà HTX Chí Phải mong muốn mọi người được dùng các loại gạo sạch, an toàn không sử dụng phân thuốc để đảm bảo tốt nhất cho sức khỏe, đồng nghĩa với môi trường không khí trong lành, trái đất luôn xanh. Chính vì những yêu cầu cấp bách trên, Hợp tác xã Chí Phải luôn chủ động đầu tư, phát triển các vùng lúa gạo sạch. Bên cạnh đó, HTX Chí Phải cũng đã áp dụng các tiến bộ khoa học kỹ thuật đưa vào sản xuất đúng quy trình nghiêm ngặt cộng với lợi thế của Minh Diệu là đồng ruộng bằng phẳng, có nguồn nước dồi dào nên là điều kiện thuận lợi để sản xuất gạo sạch. Trong số đó, giống lúa RVT là giống lúa mà chúng tôi đặt nhiều tâm huyết nhất. Vì gạo thơm RVT là giống lúa cao cấp mới với đặc tính thon dài, hạt trong, không bạc bụng, cơm mềm, trắng bóng. Gạo RVT nấu thành cơm dẻo ngọt, kết dính, để nguội ăn vẫn dẻo.Từ giống lúa thuần thế hệ mới, mang đầy đủ dưỡng chất cung cấp cho cơ thể với lượng chất dinh dưỡng và hàm lượng như: Calo hàm lượng 347 kcal; Đường hàm lượng 0,14g, Carbohydrate hàm lượng 82g, Protein hàm lượng 7,16g, chất béo 0,78g; chất xơ hàm lượng 1,5g và Canxi hàm lượng 32mg. Gạo RVT có thành phần protein cao, lượng đường thấp cung cấp năng lượng, tốt cho sức khỏe xương, hỗ trợ tiêu hóa, kiểm soát lượng đường trong máu và thúc đẩy tăng trưởng cơ bắp mang lại hiều lợi ích cho sức khỏe, đặc biệt là đối với người tiểu đường. Song song với việc sản xuất gạo thơm RVT đạt chuẩn để có thể xuất khẩu sang thị trường Châu Âu. HTX Chí Phải luôn tin tưởng rằng sản phẩm gạo RVT an toàn này sẽ hội tụ đủ về chất lượng, tốt cho sức khỏe, kiểm soát chặt chẽ việc sử dụng thuốc BVTV, bao bì bắt mắt. Sử dụng sản phẩm gạo gạo thơm RVT của Hợp tác xã Chí Phải quý khách sẽ có những trãi nghiệm tuyệt vời trong từng bữa ăn của gia đình.","['https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1296/20231027/alioss_1296_2023102710010572797.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1296/20231027/alioss_1296_2023102710023835119.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1296/20231027/alioss_1296_2023102710024175224.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1296/20231027/alioss_1296_2023102710024793637.jpg']"
OCOP - Gạo tím than thuẩn chủng 1 kg - Lò gạch cũ farm,3,Thực phẩm,55.000đ,Quảng Nam,Lò Gạch Cũ,"Gạo tím than được canh tác hữu cơ trên cánh đồng Lò gạch cũ farm, không sử dụng bất cứ loại phân bón hay thuốc bảo vệ thực vật nào nên là sự lựa chọn an toàn cho gia đình trong bữa ăn hàng ngày,. Ngoài ra, sản phẩm còn có thể chế biến thành sữa hay ăn cũng sữa chua cũng rất ngon và bổ dưỡng. ✅ THÔNG TIN SẢN PHẨM: - Xuất xứ: Việt Nam - Thương hiệu: Lò Gạch Cũ - Thành phần: gạo lứt tím - Trọng lượng: 1kg ✅ ĐẶC ĐIỂM SẢN PHẨM: Gạo tím than là vua của các loại gạo, nó được ví như là 1 loại siêu thực phẩm bởi chúng chứa rất nhiều vitamin và khoáng chất , giúp cơ thể người ngăn chặn được nhiều loại bệnh. - Giàu Magiê và canxi, những thành phần cốt lõi giúp xương chắc khỏe. Trong 1 ký gạo lứt tím than cung cấp hơn 20% lượng magie cần thiết cho cơ thể mỗi ngày. Hấp thụ canxi dễ dàng giúp xương cứng cáp hơn nên rất phù hợp cho các trẻ suy dinh dưỡng và người già. - Chất chống oxy hóa mạnh giúp giảm nguy cơ mắc các bệnh tiểu đường, tim mạch và béo phì. - Chất xơ có rất nhiều trong gạo tím than, là chất rất quan trọng đối với nhu động ruột và sức khỏe của ruột, bên cạnh đó chất xơ còn giúp giảm cân, giảm cholesterol và huyết áp. Ngoài ra chất xơ trong gạo tím than giúp kiểm soát tốt bệnh đái tháo đường. - Chất sắt trong gạo tím than là n.guồn cung cấp chất sắt dồi dào. Sắt là một khoáng chất cần thiết để sản xuất các tế bào hồng cầu và vận chuyển oxy. Nó cũng hỗ trợ cho việc truyền dẫn các xung thần kinh, điều khiển các chuyển động của cơ thể. Nếu bị thiếu sắt, bạn có thể bị thiếu máu. - Chất đạm giúp thúc đẩy giảm cân bằng cách giảm sự thèm ăn và tăng cảm giác no. ✅ HƯỚNG DẪN SỬ DỤNG: - Gạo tím than khi nấu không cần ngâm, chỉ cần rửa sơ không cần vo mạnh để tránh mất màu tím của gạo. - Tỉ lệ nước: 1 gạo : 1,3 nước
- Hoặc có thể trộn với gạo trắng theo tỷ lệ tùy thích để nấu, nấu giống khi nấu như gạo trắng. ✅ HƯỚNG DẪN BẢO QUẢN: - Bảo quản nhiệt độ từ 21 – 26oC - Tránh ánh sáng trực tiếp từ mặt trời","['https://dyh48pub5c8mm.cloudfront.net/home/store/goods/6514/20241016/s3_6514_2024101609073053402.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/6514/20241016/s3_6514_2024101609064578082.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/6514/20241016/s3_6514_2024101609071394341.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/6514/20241016/s3_6514_2024101609072062145.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/6514/20241016/s3_6514_2024101609073053402.jpg']"
OCOP - Gạo Thảo Dược Vĩnh Hòa (Túi 2kg),3,Thực phẩm,85.000đ,Nghệ An,Công ty TNHH Khoa Học Công Nghệ Vĩnh Hòa,"Gạo Thảo Dược Vĩnh Hòa (Túi 2kg) - OCOPGạo Thảo dược là chỉ những loại gạo có hàm lượng dinh dưỡng cao hơn các loại gạo thông thường, như: Vitamin A, B, Omega, chất xơ, lipit… Có tác dụng rất tốt cho sức khỏe con người, một số loại gạo thảo dược còn có thể giúp phòng ngừa và điều trị một số bệnh như tiểu đường, người ăn kiêng, điều hòa huyết áp, hỗ trợ tim mạch…Hiện nay, có rất nhiều loại gạo thảo dược nhưng gạo thảo dược Vĩnh Hòa lại có nhiều điểm khác biệt. Đây là giống gạo thuần việt, có màu tím Huế, đặc biệt là có chứa hàm lượng Omega (3,6,9) mà không phải giống gạo thảo dược nào cũng có và rất nhiều hàm lượng dinh dưỡng khác.Nguồn gốc của giống lúa tím thảo dượcVới hơn 30 năm mày mò, nghiên cứu và lòng quyết tâm tìm ra giống lúa mới, thuần việt, mang lại chất lượng dinh dưỡng cao, cuối cùng người nông dân - người cựu chiến binh Phan Văn Hòa (Vĩnh Thành – Yên Thành – Nghệ An) đã lai tạo thành công giống lúa tím thảo dược độc, lạ, với hàm lượng và vi lượng dinh dưỡng rất cao như Vitamin A, B (B1, B2, B6), Omega (3,6,9), lipit, chất xơ… Hàm lượng này đã được kiểm chứng bởi Trung tâm đo lường chất lượng Việt Nam, Viện kiểm nghiệm vệ sinh an toàn thực phẩm quốc gia (Bộ y tế) kiểm nghiệm.Để có được giống lúa tím thảo dược này Ông Phan Văn Hòa đã bỏ không ít công sức và tiền của. Có nhiều lần thất bại, mất trắng và có những ngày ông “chỉ ngồi tiếp người đòi nợ”. Nhưng với sự đam mê, quyết tâm của mình và được sự động viên giúp đỡ của bà con GĐ ngân hàng nông nghiệp huyện, CB Viện Cơ giới nông nghiệp và GS Vũ Tuyên Hoàng, Ông lại một lần nữa khăn gói đi tìm giống lúa thuần Việt và đã làm nên giống gạo AC5 nổi tiếng – thương hiệu gạo xứ Nghệ. Sau khi giống lúa thuần chủng AC5 được bà con trong tỉnh Nghệ An và một số tỉnh lân cận phát triển, ông Hòa lại nghĩ tới một giống lúa đặc biệt hơn. Từ năm 2005, ông một mình âm thầm, hết phòng kín đến chân ruộng, hết bổ sung dinh dưỡng cho cây đến lai các giống với nhau, qua bao nhiêu thất bại cuối cùng có hai bông lúa màu tím ra đời.Ông cho biết giống lúa này chuyển màu theo từng giai đoạn phát triển. Gieo mạ thì có màu tím biếc, khi lúa phát triển chuyển sang màu xanh đậm, khi trổ bông lại đổi màu tím Huế.Niềm vui kiểm địnhHiếm khi có loại gạo nào khi đi kiểm định lại cho ra hàm lượng Omega như mong muốn. Nhưng với gạo Tím thảo dược Vĩnh Hòa đều đạt chỉ số chất lượng với hàm lượng canxi (đơn vị mg/100g): 16,6, hàm lượng sắt: 1,1, hàm lượng vitamin A: 57,0, hàm lượng Omega 9: 1.290,0, hàm lượng Omega 6: 6,5. Đây chính là niềm vui hạnh phúc đã đạt được sau bao mồ hôi, công sức của người nông dân – người cựu chiến binh Phan Văn Hòa và những người nông dân xứ Nghệ. Đây cũng là bước ngoặt lớn cho sự phát triển của Công ty TNHH KH & CN Vĩnh Hòa sau này.Các sản phẩm ứng dụng từ gạo thảo dược Vĩnh HòaĐể bảo toàn hàm lượng dinh dưỡng, Công ty Vĩnh Hòa không đánh bóng mà để nguyên lớp cám bên ngoài. Khi nấu chín gạo thảo dược Vĩnh Hòa có cảm giác ngọt ngon thơm dẻo, giàu Vitamin, sắt, kẽm, có tác dụng bổ máu, phụ nữ mang thai và sau khi sinh giúp cân bằng sinh học, gạo thảo dược giàu chất béo thực vật chứa Cholesterol rất tốt cho người tim mạch và đặc biệt là đối với người bị bệnh tiểu đường.Từ giống Gạo tím thảo dược Vĩnh Hòa này, công ty đã kết hợp với HTX nông nghiệp trên địa bàn tỉnh cho sản xuất các sản phẩm, như:- Trà thảo dược Vĩnh Hòa: có chứa nhiều chất bổ như : Omega (3-6-9), sắt, can xi, vitamin A, vitamin B có tác dụng ổn định huyết áp, ung thư tim mạch, cải thiện loãng xương, bổ máu giúp tăng cường sức khỏe.- Bột thảo dược Vĩnh Hòa: Bột dinh dưỡng gạo thảo dược được tuyển chọn từ những hạt gạo lứt tiêu chuẩn, nhặt sạn kỹ, vo sạch, rang chín, ủ và xay nhiều lần để ra một loại bột mịn và có mùi thơm của gạo rang, bột gạo lứt rang không chỉ là thứ thức uống thơm ngon mà còn có tác dụng điều trị các căn bệnh: tiểu đường, tim mạch, mỡ nhiễm máu, tai biến.","['https://dyh48pub5c8mm.cloudfront.net/home/store/goods/556/20230718/alioss_556_2023071809413230712.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/556/20230718/alioss_556_2023071809415127975.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/556/20230718/alioss_556_2023071809420042305.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/556/20231222/alioss_556_2023122214425866767.jpg']"
OCOP - Gạo Tẻ Già Dui (Túi 5kg),3,Thực phẩm,225.000đ,Hà Giang,BĐT Hà Giang,"Gạo tẻ Già Dui “Xín Mần” hơi tròn, hạt dài trung bình, màu trắng và thơm nhẹ. Các chỉ tiêu vi lượng trong gạo đều nằm trong giới hạn cho phép. Vì vậy, gạo tẻ Già Dui “Xín Mần” có chất lượng cao, khi nấu thành cơm có mùi thơm đặc trưng, độ dẻo cao, có vị ngon, vị ngọt khác hẳn với các loại gạo khác. Nói tới đặc sản của vùng đất Hà Giang mà không nhắc tới gạo Già Dui thì đó là 1 thiếu sót rất lớn. Người ta còn gọi gạo này với cái tên đủ đầy là gạo Già Dui Xín Mần.   Chữ Xín Mần này vốn là tên gọi khác của xã Thèn Phàng tỉnh Hà Giang. Và mỗi lần nghĩ tới vùng đất Hà Giang là chúng liền thương thương nhớ nhớ những thửa ruộng bậc thang nhuộm một màu vàng ươm rì rào trong gió. Đó là màu của những đặc sản xứ này mang tên gạo Già Dui.   Loại gạo này được trồng tại vùng đất Hoàng Su Phi, gạo có hạt ngắn trung bình không thon dài như những loại gạo khác nên đây chính là dấu hiệu dễ nhận biết nhất của loại gạo Già Dui.   Dưới bụng của gạo chúng ta sẽ thấy có chấm trắng. Cây lúa để trồng gạo này sẽ được bà con nông dân trồng vào cuối tháng 5 và tới trung tuần của tháng 6 âm lịch.   Về màu sắc, gạo này mang màu trắng đục và thân hình gạo thì tròn như hạt gạo nếp. Hạt cơm được nấu ra từ gạo Già Dui thì dài và tỏa ra mùi hương đặc trưng không thể trộn lẫn vào đâu nếu bạn đi so sánh với những gạo khác. Khi ăn vào miệng, chúng ta sẽ thấy hạt cơm trắng ngần có độ dẻo và ngọt thanh rất dễ chịu.   Thêm 1 ưu điểm nữa của gạo Già Dui đó là khi bạn ăn cùng với những món canh thì hạt cơm cũng không hề bị vữa. Khi cơm bạn chưa kịp ăn hết trong bữa, thì để vài giờ sau cơm vẫn còn rất dẻo và vẫn giữ được mùi thơm. Vì sao gạo Già Dui lại được xem là đặc sản quý tại Việt Nam? Gạo này hàng năm cho sản lượng cực kỳ thấp nên dường như gạo chỉ mới đáp ứng được nhu cầu của tỉnh Hà Giang. Có lẽ vì thế nếu bạn ở trong Nam hay miền Trung, cái tên gạo Già Dui vẫn là 1 cái tên quá xa lạ, thậm chí luôn trong tình trạng không có hàng để bán tại những tỉnh miền Trung và Nam Bộ.   Đây cũng chính là lý do khiến gạo này càng quý và dần dần nó trở thành 1 đặc sản của tỉnh Hà Giang lúc nào không hay. Loại gạo này được rất nhiều gia đình tại Hà Giang tin dùng vì rất tốt để bạn nấu cháo cho trẻ nhỏ dùng hay phụ nữ trong quá trình mang thai.   Cũng vì nó quá tốt nên các gia đình nếu họ trồng thì họ cũng chỉ muốn giữ lại thật nhiều cho nội bộ sử dụng dần, gạo tự trồng tại mảnh đất nhà mình nên rất dễ bảo quản lâu. Do đó, gạo này khó lòng mà “bay” ra khỏi địa phận tỉnh Hà Giang.","['https://dyh48pub5c8mm.cloudfront.net/home/store/goods/173/20230906/alioss_173_2023090616084322248.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/173/20230906/alioss_173_2023090616091329256.jpg']"
OCOP_Gạo Tám Sữa Thơm Tân Hưng Phát_10Kg,3,Thực phẩm,250.000đ,Lâm Đồng,HTX NN & Dịch vụ Tân Hưng Phát,"Gạo Tám Sữa Thơm Tân Hưng Phát, Hạt gạo có hình dạng ngần mảnh, màu gạu trắng đục, căng bóng. Khi nấu chín cơm trắng, mềm dẻo, cơm có độ dẻo lâu khi để nguội & phù hợp với khẩu vị thích ăn mềm, dẻo. Theo kết quả kiểm nghiệm cho ta thấy hàm lượng dinh dưỡng trong hạt + Hàm lượng Gluxit khoảng 70 – 74 % + Hàm lượng protein khoảng 7.0 % + Hàm lượng Lipid khoảng 0.9 % + Hàm lượng chất xơ khoảng 0.7 % HƯỚNG DẪN SỬ DỤNG Bước 1 : Đóng gạo Hầu hết nồi cơm điện đều có cốc đong gạo đi kèm để bạn có thể đong chính xác gạo cho một lần nấu , mỗi cốc khoảng 150g gạo tương đương 2 chén cơm , nếu không có bạn có thể tìm hay sử dụng cốc đong gạo riêng để đo lường . Bước 2 : Vo gạo vo gạo 2 lần với nước sạch Bước 3 : Từng loại gạo sẽ có những tỷ lệ nước khác nhau , gạo mới thu hoạch sẽ ít nước hơn gạo đã để kho từ trên 60 ngày . Loại gạo tám thơm Thái Lan sữa thì nấu với tỉ lệ là 150g gạo dùng 160-170ml nước . Cứ thể điều chỉnh lượng nước theo tỷ lệ khối lượng gạo . Hoặc quý khách có thể điều chỉnh nước theo khẩu vị cho phù hợp . Bước 4 : Nấu cơm và ủ cơm Sau khi nấu xong , nồi chuyển sang chế độ giữ ấm , lúc này bạn có thể rút điện ra và để yên không mở nắp trong vòng 10-15 phút , giúp cơm khô bề mặt chín đều và hạt cơm không bị dính vào thân nồi .","['https://dyh48pub5c8mm.cloudfront.net/home/store/goods/544/20230727/alioss_544_2023072709302687175.png', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/544/20230727/alioss_544_2023072709303493045.png', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/544/20230727/alioss_544_2023072709303724463.png', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/544/20230727/alioss_544_2023072709304432732.png']"
OCOP_Gạo Tám Sữa Thơm Tân Hưng Phát_10Kg,3,Thực phẩm,250.000đ,Lâm Đồng,HTX NN và DV Tân Hưng Phát,"Gạo Tám Sữa Thơm Tân Hưng Phát, Hạt gạo có hình dạng ngần mảnh, màu gạo trắng đục, căng bóng. Khi nấu chín cơm trắng, mềm dẻo, cơm có độ dẻo lâu khi để nguội & phù hợp với khẩu vị thích ăn mềm, dẻo. Theo kết quả kiểm nghiệm cho ta thấy hàm lượng dinh dưỡng trong hạt + Hàm lượng Gluxit khoảng 70 – 74 % + Hàm lượng protein khoảng 7.0 % + Hàm lượng Lipid khoảng 0.9 % + Hàm lượng chất xơ khoảng 0.7 % HƯỚNG DẪN SỬ DỤNG Bước 1 : Đóng gạo Hầu hết nồi cơm điện đều có cốc đong gạo đi kèm để bạn có thể đong chính xác gạo cho một lần nấu , mỗi cốc khoảng 150g gạo tương đương 2 chén cơm , nếu không có bạn có thể tìm hay sử dụng cốc đong gạo riêng để đo lường. Bước 2 : Vo gạo vo gạo 2 lần với nước sạch Bước 3 : Từng loại gạo sẽ có những tỷ lệ nước khác nhau , gạo mới thu hoạch sẽ ít nước hơn gạo đã để kho từ trên 60 ngày . Loại gạo tám thơm Thái Lan sữa thì nấu với tỉ lệ là 150g gạo dùng 160-170ml nước. Cứ thể điều chỉnh lượng nước theo tỷ lệ khối lượng gạo. Hoặc quý khách có thể điều chỉnh nước theo khẩu vị cho phù hợp. Bước 4 : Nấu cơm và ủ cơm Sau khi nấu xong , nồi chuyển sang chế độ giữ ấm , lúc này bạn có thể rút điện ra và để yên không mở nắp trong vòng 10-15 phút , giúp cơm khô bề mặt chín đều và hạt cơm không bị dính vào thân nồi.","['https://dyh48pub5c8mm.cloudfront.net/home/store/goods/857/20230823/alioss_857_2023082308304152582.PNG', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/857/20230823/alioss_857_2023082308314348781.PNG', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/857/20230823/alioss_857_2023082308314937702.PNG', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/857/20230823/alioss_857_2023082308315553143.PNG', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/857/20230823/alioss_857_2023082308324088643.PNG']"
OCOP Yên Bái - Gạo séng cù Mường Lò - 5kg,3,Thực phẩm,175.000đ,Yên Bái,Đoàn Thanh Niên Bưu Điện Tỉnh Yên Bái,"Gạo Séng Cù Mường Lò là loại thực phẩm sạch, sản phẩm tốt nhất cho phương pháp dưỡng sinh bằng thực dưỡng. Phương pháp thực dưỡng (Macrobiotics) là phương pháp dưỡng sinh thông qua ăn uống - sử dụng những thực phẩm truyền thống và quân bình âm dương nhằm tạo một môi trường thích hợp để cơ thể tự tái thiết, mà nền tảng chính là gạo lứt và các loại ngũ cốc nguyên cám khác. Gạo Lứt Séng Cù đáp ứng được những tiêu chuẩn quan trọng nhất để trở thành một nguyên liệu thiết yếu trong dưỡng sinh thực dưỡng. Gạo Lứt khi chế biến ban đầu chỉ bóc đi duy nhất lớp vỏ trấu bên ngoài, lớp vỏ cám với các thành phần vitamin và dưỡng chất được giữ lại. Đồng thời giống lúa séng cù là giống Tú Lệ thuần chủng từ lâu được các nhà dinh dưỡng, các nhà khoa học đánh giá rất cao về chất lượng và giá trị. Không những thế Gạo Lứt Séng Cù được gieo trồng tại cánh đồng Mường Lò, Nghĩa Lộ nơi có điều kiện sinh thái thổ những rất phù hợp cho sự phát triển của cây lúa nên khi được trồng tại Mường Lò, giống lúa thơm Séng Cù ngoài việc giàu hàm lượng protein và tinh bột còn có chỉ số mùi thơm cao hơn so với các nơi khác. Đặc tính: Hạt gạo có hình dáng thon dài, hạt chắc, đều, ít bị gãy vỡ. Hạt gạo màu trắng ngà, hơi bóng có mùi thơm đậm hơn các loại gạo thông thường. Khi nấu chín cơm có vị ngọt đậm và bùi, rất dẻo (giống như xôi) nhưng không dính tay khi nắm, hương thơm đậm, đặc trưng. Gạo Séng Cù chứa nhiều hàm lượng Vitamin và có giá trị dinh dưỡng cao, tốt cho cơ thể.","['https://dyh48pub5c8mm.cloudfront.net/home/store/goods/503/20230708/alioss_503_2023070810355844995.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/503/20230708/alioss_503_2023070810361734383.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/503/20230708/alioss_503_2023070810362049101.jpg']"
OCOP - Gạo Séng cù - 10KG,4,Thực phẩm,300.000đ,Yên Bái,Nông Lâm Thủy Sản TNĐ,"Gạo Séng Cù – Yên Bái: Đây là gạo đặc sản của dân tộc vùng Tây Bắc và cũng là loại gạo chất lượng cao của miền Bắc Việt Nam, một năm chỉ có 2 vụ. Tuy năng suất không cao nhưng bù lại gạo có hương vị thơm ngon đặc biệt và hàm lượng dinh dưỡng cao. Gạo lứt là loại gạo chỉ xay bỏ trấu, tức vỏ lúa chứ không bỏ mầm và cám của hạt gạo bên trong. Lớp cám bên ngoài là nơi chứa nhiều dưỡng chất: vitamin nhóm B, E, magie, mangan, sắt, selen, chất xơ và đặc biệt gamma oryzanol. Trong đó, gạo lứt chứa vitamin B1 và chất xơ cao hơn rất nhiều so với gạo trắng và nhiều dưỡng chất chỉ có trong cám gạo, vì thế sử dụng gạo lứt có lợi cho sức khỏe hơn gạo trắng thông thường. Chất xơ trong gạo lứt có tác dụng chống táo bón, nhuận tràng, giúp hệ tiêu hóa hoạt động tốt hơn. Với người bị đái tháo đường, lúc này chất xơ giống như một tấm lưới cản trở và lọc đường có trong thức ăn nên giúp họ kiểm soát đường huyết tốt hơn, giảm cholesterol. Nhờ vậy, gạo lứt rất tốt cho bệnh nhân đái tháo đường, tim mạch, cải thiện tiêu hóa, chức năng gan, giảm cân.","['https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1258/20231024/alioss_1258_2023102416044351321.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1258/20231024/alioss_1258_2023102416214872180.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1258/20231024/alioss_1258_2023102416054367089.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1258/20231024/alioss_1258_2023102416215592796.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1258/20231024/alioss_1258_2023102416220161336.jpg']"
OCOP - Gạo Séng cù - 2KG,4,Thực phẩm,70.000đ,Yên Bái,Nông Lâm Thủy Sản TNĐ,"Gạo Séng Cù - Yên Bái: Đây là gạo đặc sản của dân tộc vùng Tây Bắc và cũng là loại gạo chất lượng cao của miền Bắc Việt Nam, một năm chỉ có 2 vụ. Tuy năng suất không cao nhưng bù lại gạo có hương vị thơm ngon đặc biệt và hàm lượng dinh dưỡng cao. Vỏ hạt thóc Séng Cù dầy, đầu hạt thường có râu. Gạo Séng Cù trắng ngà, thon, dài trung bình 6,7-7mm, chắc hạt, cứng hơn các loại tẻ thường. Khi nấu thành cơm có mùi thơm nhẹ, hạt cơm dẻo, mềm, để nguội không bị cứng. Theo các nhà khoa học, trong thành phần dinh dưỡng của gạo Séng Cù có hàm lượng vitamin B1 cao, cao gấp 4 lần so với gạo tẻ thường. Séng Cù là một trong những loại gạo mang lại giá trị kinh tế cao nhất vùng","['https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1258/20231024/alioss_1258_2023102416234465239.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1258/20231024/alioss_1258_2023102416224467214.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1258/20231024/alioss_1258_2023102416240824286.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1258/20231024/alioss_1258_2023102416225089724.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1258/20231024/alioss_1258_2023102416225584383.jpg']"
OCOP - GẠO RẠCH LỌP TIỂU CẦN - TRÀ VINH (TÚI 5KG),4,Thực phẩm,135.000đ,Trà Vinh,htx nông nghiệp rạch lọp,"Gạo Rạch Lọp Tiểu Cần _ Đặc sản Trà Vinh ""Lắng nghe sự khác biệt"" Gạo chất lượng cao thuần chất 100% từ thiên nhiên, hạt gạo căng tròn, bóng mẩy, chắc, hàm lượng dinh dưỡng cao. Hạt cơm thơm dẻo, mang đến hương vị tự nhiên. Quy trình sản xuất: Gạo được sản xuất theo quy trùnh canh tác tự nhiên, an toàn, không sử dụng thuốc hóa học. Quy trình sản xuất được kiểm soát nghiêm ngặt, đảm bảo an toàn cho sức khỏe người tiêu dùng.","['https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1707/20231205/alioss_1707_2023120515544053934.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1707/20231205/alioss_1707_2023120515544266977.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1707/20231205/alioss_1707_2023120515544571736.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1707/20231201/alioss_1707_202312018PYRWSbFba5DXqEHozdf264n2UqC0UfHEq7H4bfl.jpg', 'https://dyh48pub5c8mm.cloudfront.net/home/store/goods/1707/20231201/alioss_1707_202312018SYqiSV5jQBJZYowhttCRAAHJNlkHVTITgjXsv2p.jpg']"
